id,key_signature,chord_progressions,pitch_min,pitch_max,num_measures,bpm,time_signature,sample_rhythm,min_velocity,max_velocity,instruments
AP_E01_02222,G# minor,"['G#', 'G#', 'B-', 'C#', 'B-.C#', 'B-', 'E-', 'G#', 'G#', 'B-']",56,63,2,120.0,60/8,"[7.25, 3.5, 3.75, Fraction(10, 3), 3.75, 7.5, 1.0, 2.5, 2.75]",54,54,['Steinway Grand Piano']
AP_E04_02024,F# minor,"['A', 'F#', 'B', 'B', 'A', 'F#.A', 'F#', 'B', 'B', 'A.B', 'A', 'F#.A', 'F#', 'B', 'B', 'B', 'B', 'A', 'A', 'B', 'E', 'C#', 'C#', 'C#', 'C#']",47,64,6,120.0,4/4,"[2.0, 1.0, 1.0, 0.75, 1.0, 1.75, 0.5, 0.5, 1.75, 1.0, 1.0, 0.5, 1.0, 2.0, 0.25, 0.5, 1.75, 0.75, 0.75, Fraction(11, 12), 0.75]",59,59,['Steinway Grand Piano']
AP_E01_02554,F# major,"['C#', 'E-', 'G#.E-', 'G#', 'F#', 'F#.G#', 'G#', 'B-', 'G#', 'F#.G#', 'F#', 'F#', 'G#', 'C#', 'E-', 'C#', 'E-', 'C#', 'E-', 'E-.G#', 'G#', 'F#', 'F#.G#', 'G#', 'F#.G#', 'F#', 'F#', 'C#.F#', 'C#', 'C#', 'E-', 'F#', 'G#', 'C#', 'C#', 'C#', 'F#', 'G#', 'F#.G#', 'F#', 'F#.B', 'B', 'C#', 'F#', 'F#', 'G#', 'C#', 'F#', 'F#.G#', 'G#', 'F#', 'B', 'B', 'C#', 'F#.C#', 'F#', 'G#']",61,75,6,120.0,18/8,"[4.25, 0.25, 0.5, 0.25, Fraction(1, 3), 0.75, Fraction(7, 3), 0.5, 0.5, 0.25, 1.0, 0.25, 0.5, 1.5, 0.5, Fraction(1, 3), 0.5, 0.5, 0.5, Fraction(1, 3), 1.25, 1.0, 0.5, 0.5, 2.5, 1.0, 2.25, 1.5, 1.0, Fraction(5, 3), 1.75, Fraction(1, 3), 2.25, 0.25, 1.0, 0.25, 1.75, Fraction(8, 3), 1.25, 0.25, 0.75, 1.25, Fraction(2, 3), 2.0, Fraction(7, 3), 0.75]",61,73,['Steinway Grand Piano']
AP_E01_03271,E- minor,"['G#', 'F', 'E-', 'F', 'B-', 'C', 'F', 'G#', 'F', 'E-.F', 'E-', 'G#', 'B-', 'G#.B-', 'G#', 'G#', 'B-', 'F', 'E-', 'F', 'C', 'B-', 'B-.C', 'E-', 'G#', 'F', 'E-']",58,72,2,120.0,60/8,"[0.5, 5.0, 3.5, 0.5, Fraction(29, 3), 0.5, 0.5, 0.25, Fraction(2, 3), Fraction(11, 3), Fraction(5, 3), 0.5, 1.75, 1.0, Fraction(1, 3), 2.0, 8.5, 0.25, 0.5, 3.25, 0.25, 1.5, Fraction(1, 3), Fraction(11, 3), 0.5]",60,116,['AP_E01_03271']
AP_E01_04086,F# major,"['C#', 'G#.B', 'G#', 'F#.G#', 'F#', 'G#', 'G#', 'G#.C#', 'C#', 'B.C#', 'B', 'G#', 'F#', 'F#', 'F#', 'C#', 'C#', 'C#', 'C#', 'C#.F#', 'F#', 'G#', 'F#', 'F#', 'F#', 'F#', 'F#.G#.B', 'G#.B', 'G#.B', 'G#', 'C#', 'F#', 'C#']",49,61,5,120.0,18/8,"[2.5, 0.25, Fraction(7, 3), Fraction(4, 3), Fraction(8, 3), 4.5, 2.5, 0.5, Fraction(1, 3), Fraction(4, 3), 2.5, Fraction(7, 3), 2.25, 1.75, Fraction(8, 3), 2.5, Fraction(7, 3), 1.25, Fraction(5, 12), 0.25, 2.5, 2.5, Fraction(7, 3), 0.75, Fraction(5, 12)]",72,72,['Steinway Grand Piano']
AP_E01_02837,A- major,"['E-', 'G#', 'F.G#', 'F', 'E-', 'E-', 'E-', 'E-.F', 'F', 'F', 'G#', 'G#', 'G#', 'B-', 'F', 'B-', 'B-', 'C', 'E-', 'E-', 'E-.G#', 'G#', 'G#', 'G#', 'B-', 'F', 'F', 'B-.F', 'B-', 'B-', 'B-.C', 'C', 'E-', 'E-', 'E-']",58,70,15,120.0,4/4,"[Fraction(11, 3), Fraction(1, 3), 1.75, Fraction(1, 6), 2.0, Fraction(5, 3), 0.5, 2.0, Fraction(1, 3), Fraction(11, 3), 4.0, Fraction(2, 3), Fraction(1, 3), 2.0, 1.0, 2.75, Fraction(1, 3), Fraction(10, 3), Fraction(10, 3), 0.75, 4.0, 3.0, Fraction(2, 3), Fraction(1, 3), Fraction(17, 12), Fraction(8, 3), Fraction(13, 12), 0.25, 1.0, 4.0, Fraction(2, 3)]",64,64,['Steinway Grand Piano']
AP_E01_02523,F# major,"['C#', 'E-', 'C#', 'F#', 'G#', 'G#', 'C#', 'G#.C#', 'G#', 'G#', 'F#.G#', 'F#', 'F#.G#', 'G#', 'C#']",49,63,2,120.0,12/8,"[1.0, 1.0, 1.0, 2.0, 0.75, 0.25, 1.75, 0.25, 0.5, 0.25, Fraction(5, 3), 0.5, 0.5]",51,51,['Steinway Grand Piano']
AP_E01_03489,E major,"['F#', 'F#', 'B', 'B', 'B', 'G#.B', 'G#', 'G#', 'B', 'B', 'G#', 'C#', 'G#', 'E', 'F#', 'G#', 'C#', 'B', 'B.C#', 'C#', 'G#', 'E', 'C#', 'B', 'B', 'C#', 'C#', 'E.C#', 'E', 'C#', 'C#', 'C#', 'C#']",40,64,6,120.0,12/8,"[1.75, 0.75, 1.75, 0.75, 1.0, 0.75, 0.75, 1.75, 0.75, 1.75, 0.75, 1.75, 0.75, 1.75, 0.75, Fraction(4, 3), 1.0, 1.5, 0.75, 1.0, 0.25, 0.75, Fraction(5, 3), Fraction(5, 3), 0.75, 0.25, 0.75, 0.5]",56,60,['Steinway Grand Piano']
AP_E01_03995,B minor,"['F#', 'B', 'B', 'F#', 'F#.A', 'A', 'A', 'F#']",54,59,2,120.0,60/8,"[8.5, 8.0, 8.0, 4.0, Fraction(5, 3), Fraction(2, 3), 1.25]",65,65,['Steinway Grand Piano']
AP_E01_03109,A major,"['F#', 'E', 'B', 'B.E', 'E', 'F#', 'A', 'F#.A', 'F#', 'E', 'E', 'E.F#', 'F#', 'C#', 'B', 'B.E', 'E', 'A', 'F#', 'E', 'C#', 'B', 'C#', 'E', 'C#', 'B']",59,69,3,120.0,18/8,"[1.25, 0.75, Fraction(2, 3), 0.25, Fraction(2, 3), 0.75, 0.25, 0.5, 0.25, 1.0, Fraction(2, 3), 0.25, 1.0, Fraction(2, 3), Fraction(1, 3), Fraction(5, 3), Fraction(1, 3), 1.0, Fraction(23, 12), 1.75, 2.0, 0.5]",47,47,['Steinway Grand Piano']
AP_E05_04865,F# minor,"['A', 'F#', 'E', 'A', 'E', 'C#', 'B', 'A', 'F#', 'A', 'C#', 'E.F#', 'E.A', 'F#']",61,76,1,120.0,60/8,"[0.75, 2.5, 0.25, 0.75, 0.5, 1.5, 0.5, 1.0, 1.0, 0.5, 1.5, Fraction(1, 3), Fraction(1, 3), 9.75]",66,106,['Steinway Grand Piano']
AP_E01_03680,A major,"['E', 'A', 'B', 'E', 'A', 'A', 'B', 'E']",47,57,2,120.0,60/8,"[9.75, 9.5, 4.75, 5.0, 1.0, 9.25, 4.75, 5.0]",69,69,['Steinway Grand Piano']
AP_E01_02639,E minor,"['F#', 'E', 'E', 'E', 'E', 'B', 'F#', 'E']",40,52,2,120.0,60/8,"[5.0, 0.25, 5.0, 9.0, 10.0, 9.75, Fraction(17, 3), 5.0]",57,57,['Steinway Grand Piano']
AP_E01_02467,A major,"['E', 'E', 'E', 'E', 'E', 'F#', 'B', 'F#', 'E', 'F#', 'E', 'E', 'F#', 'B']",40,54,3,120.0,30/8,"[7.0, 3.5, 4.0, 2.75, 2.5, 0.5, Fraction(10, 3), 1.75, 1.25, 0.5, Fraction(5, 3), 1.0, 0.5, 3.0]",67,67,['Steinway Grand Piano']
AP_E01_03887,A major,"['E', 'D', 'A', 'C#', 'B', 'B', 'B.D', 'D', 'E', 'A', 'A', 'A', 'C#', 'B.C#', 'B', 'E', 'D.E', 'D', 'A', 'C#', 'B', 'B', 'B', 'B.D', 'D', 'D', 'E', 'A', 'C#', 'B']",69,76,3,120.0,18/8,"[3.0, 0.75, 0.5, 0.5, Fraction(2, 3), 0.25, 0.25, 0.25, 1.75, 1.0, 0.25, 3.0, Fraction(1, 3), Fraction(2, 3), 0.75, 0.5, 0.75, 1.0, 0.25, 0.5, 1.0, 0.25, 1.5, 0.25, Fraction(2, 3)]",63,74,['Steinway Grand Piano']
AP_E01_03758,D major,"['A', 'A', 'B', 'F#.B', 'F#', 'E', 'E', 'F#', 'E.F#', 'E', 'A', 'A', 'A', 'A', 'E', 'A', 'A', 'A', 'B', 'F#', 'E.F#', 'E', 'E', 'E.A', 'A', 'A', 'A', 'F#', 'E', 'B', 'A', 'B', 'C#', 'B.C#', 'B', 'E']",57,71,13,120.0,4/4,"[4.0, Fraction(1, 3), 0.5, 3.0, 0.25, 0.25, 2.25, 0.25, Fraction(4, 3), 4.0, 4.0, 2.5, 2.0, Fraction(4, 3), 4.0, 2.0, Fraction(2, 3), 0.25, 1.25, 0.5, 1.0, 0.5, 0.5, 0.25, Fraction(17, 12), 2.0, Fraction(2, 3), 1.25, 0.25, 0.25]",65,65,['Classic Electric Piano']
AP_E01_03623,D major,"['B', 'A', 'B.D', 'B', 'A', 'F#', 'E.F#', 'E', 'F#.A', 'E', 'F#', 'E', 'A', 'B', 'D', 'B.D', 'B', 'A', 'E', 'E', 'A', 'A.B', 'B.D', 'D', 'B', 'A', 'F#.A', 'F#', 'E', 'E.A', 'A', 'F#', 'E', 'B.D', 'B']",59,74,2,120.0,60/8,"[0.25, 2.5, 0.25, 1.0, Fraction(1, 3), 0.25, 0.25, 0.25, 0.25, 0.5, 16.0, Fraction(1, 3), 0.25, 0.5, 0.75, 0.25, 2.5, 0.75, 6.0, 0.25, 1.0, Fraction(1, 3), 3.0, 1.0, Fraction(1, 3), Fraction(1, 3), 3.25, 0.25, 0.25, Fraction(1, 3), 0.75]",91,117,['AP_E01_03623']
AP_E01_02510,G# minor,"['C#', 'E-', 'C#', 'C#.E-', 'E-', 'C#', 'E-', 'C#', 'E-', 'C#', 'C#', 'E-', 'C#', 'E-', 'B-', 'G#', 'B-', 'G#', 'G#', 'B-', 'B-', 'E-', 'E-', 'E-']",68,75,4,120.0,12/8,"[1.75, 0.5, 0.25, 1.75, 0.25, 0.25, 0.5, 0.5, Fraction(1, 3), 1.0, Fraction(1, 3), Fraction(1, 3), Fraction(1, 3), Fraction(4, 3), Fraction(1, 3), Fraction(1, 3), 0.75, 0.5, 0.75, 1.5, 2.5, 2.0, Fraction(8, 3)]",60,87,['Steinway Grand Piano']
AP_E01_03065,B minor,"['B.C#', 'B', 'A', 'F#', 'A', 'F#', 'E', 'A', 'F#.A', 'F#', 'E', 'C#.E', 'C#', 'B', 'E', 'A', 'F#', 'E', 'C#', 'B.C#', 'B', 'B.C#', 'B.C#', 'E', 'E', 'B.C#.E', 'B.C#', 'E', 'E', 'E.F#', 'D', 'B']",71,85,3,120.0,18/8,"[Fraction(1, 3), 2.75, 0.75, 3.0, 0.5, 0.25, Fraction(2, 3), 0.25, 0.25, 0.75, 1.0, 0.25, 1.0, 0.5, 0.25, Fraction(1, 3), 0.25, 0.75, 1.0, 1.75, Fraction(13, 12), 0.25, 1.0, 0.25, 0.25, 0.25, 0.75]",45,54,['Steinway Grand Piano']
AP_E01_02991,E minor,"['E', 'G', 'E', 'A', 'B', 'D', 'B', 'A', 'G', 'A', 'A.E', 'E', 'D']",69,86,2,120.0,18/8,"[0.5, 1.5, Fraction(1, 3), 1.5, 2.0, 0.25, 0.75, 1.5, 1.75, Fraction(1, 3), Fraction(2, 3), 0.75]",59,89,['Steinway Grand Piano']
AP_E01_04027,E minor,"['E', 'E', 'E', 'A', 'E', 'E', 'F#', 'F#', 'A', 'B', 'F#', 'F#', 'E', 'F#', 'F#', 'B', 'B', 'C#', 'E', 'E', 'F#', 'F#']",64,73,11,120.0,4/4,"[4.0, 4.0, Fraction(1, 3), Fraction(1, 3), 3.25, 1.0, 2.75, 0.75, 2.0, Fraction(1, 3), 0.25, 0.75, 2.25, 0.75, 0.75, 3.0, 3.75, 1.5, 2.5, 1.5, Fraction(7, 3), Fraction(5, 3)]",52,58,['Classic Electric Piano']
AP_E01_02401,A minor,"['D', 'A', 'D', 'E', 'G', 'E', 'E', 'D', 'E', 'B', 'A', 'A', 'A']",57,67,3,120.0,12/8,"[2.0, 0.25, 1.0, 1.75, Fraction(1, 3), Fraction(1, 3), Fraction(2, 3), 1.75, 0.5, 1.0, 2.0, 0.5, 0.75]",63,63,['Steinway Piano 2']
AP_E01_02874,A minor,"['E', 'G', 'D', 'E', 'G', 'D.G', 'D', 'D.E', 'E', 'A', 'A', 'E', 'E.A', 'A', 'A', 'A', 'A', 'D.A', 'D', 'G', 'E', 'D', 'D', 'G', 'E', 'E', 'D', 'A', 'D', 'D', 'A', 'D']",45,57,5,120.0,18/8,"[3.25, 0.25, 2.0, 3.5, Fraction(1, 3), 1.75, 1.75, 1.75, 1.75, Fraction(5, 3), Fraction(1, 3), 1.75, 0.25, 1.75, 1.0, 3.0, Fraction(17, 12), 1.75, 0.25, 1.5, 1.5, 2.0, 0.75, 1.0, 1.0, 0.75, 1.25]",42,42,['Steinway Grand Piano']
AP_E01_03974,E minor,"['F#', 'B', 'A', 'F#', 'F#.A', 'A', 'A.B', 'B', 'B', 'E', 'B']",47,59,2,120.0,60/8,"[8.75, 8.5, 4.0, 4.25, 4.0, 0.75, 3.75, 4.25, Fraction(13, 3)]",69,69,['Steinway Grand Piano']
AP_E01_02528,B major,"['G#', 'F#', 'G#', 'F#', 'F#.G#', 'G#', 'G#', 'C#', 'E-', 'G#', 'F#.G#', 'F#', 'G#', 'F#', 'E-.F#', 'E-', 'C#.E-', 'C#', 'C#', 'G#', 'F#', 'F#.G#', 'G#', 'F#', 'B', 'G#', 'G#', 'F#', 'C#', 'E-', 'E-.F#', 'F#', 'F#', 'G#', 'G#', 'F#', 'E-', 'E-', 'E-', 'E-', 'C#', 'E-', 'C#.E-', 'C#', 'F#', 'F#']",61,75,7,120.0,12/8,"[2.5, 0.25, 0.5, Fraction(7, 3), 0.5, 1.5, Fraction(1, 3), 0.5, Fraction(1, 3), 1.75, 0.25, Fraction(1, 3), 0.5, 0.25, Fraction(4, 3), 0.5, 1.0, 1.25, 0.25, 0.5, 1.0, 0.5, 1.75, 0.5, 0.25, 1.0, 1.0, 0.25, 0.75, 0.5, 3.0, 1.0, 1.5, Fraction(1, 3), 0.25, Fraction(1, 3), Fraction(2, 3), 2.25, Fraction(7, 3)]",65,75,['Steinway Grand Piano']
AP_E01_03516,E major,"['B', 'C#', 'G#', 'C#', 'B', 'G#', 'G#', 'G#', 'G#', 'F#.G#', 'F#', 'E', 'E', 'E', 'G#', 'F#', 'E', 'C#', 'C#.E', 'E', 'F#', 'F#', 'F#.B', 'G#', 'F#.G#', 'F#', 'E', 'G#', 'B', 'E.B', 'E', 'E', 'F#', 'C#', 'G#', 'F#', 'F#.G#', 'G#', 'C#', 'B', 'B', 'B']",61,73,6,120.0,12/8,"[1.5, 0.25, 0.75, Fraction(4, 3), Fraction(1, 3), 1.0, 0.75, 0.25, 1.0, Fraction(1, 3), Fraction(2, 3), 0.25, Fraction(4, 3), Fraction(1, 3), 0.25, Fraction(7, 12), 1.0, 1.25, 1.0, Fraction(1, 3), Fraction(2, 3), 0.25, 0.25, Fraction(4, 3), 0.25, 0.25, 0.25, 0.25, Fraction(5, 3), 0.25, 1.0, 0.5, 1.0, 6.0, 4.25]",72,80,['Steinway Grand Piano']
AP_E05_04278,A- major,"['E-', 'B-', 'E-', 'F', 'F.G#', 'G#', 'E-', 'G#', 'G#', 'F', 'E-.F', 'E-.E-', 'E-', 'B-', 'G#', 'G#']",39,58,2,101.0,30/8,"[1.5, 1.5, 1.25, Fraction(1, 3), 1.5, 1.5, 0.5, 1.0, 1.5, 1.5, Fraction(4, 3), 1.25, 0.25, Fraction(1, 6)]",70,111,['Classic Electric Piano']
AP_E01_03280,A- major,"['B-', 'E-', 'C', 'B-', 'G#.B-', 'G#', 'F.G#', 'F', 'E-', 'F', 'B-', 'B-', 'E-', 'C.E-', 'C', 'C', 'B-', 'G#.B-', 'G#', 'E-.G#', 'E-']",63,75,2,120.0,60/8,"[Fraction(1, 3), Fraction(1, 3), 7.0, Fraction(25, 3), 0.25, 3.0, 0.5, 5.0, 1.5, 0.75, 0.25, 5.0, 4.0, 0.25, 8.25, Fraction(5, 3), 0.5]",81,127,['AP_E01_03280']
AP_E04_02045,D major,"['E', 'E', 'E', 'A', 'E', 'F#', 'E.F#', 'E', 'E', 'A', 'A.C#', 'F#', 'F#', 'F#', 'F#', 'E', 'F#', 'E', 'B', 'A', 'A', 'A.C#', 'C#', 'B.C#', 'B', 'A', 'E', 'E', 'A', 'A.C#', 'C#', 'B.C#', 'B', 'A.B', 'A', 'F#', 'E', 'A', 'F#', 'E', 'E', 'C#', 'B', 'E', 'A', 'F#.A', 'F#', 'E', 'E', 'F#', 'E.F#', 'E', 'A']",59,76,10,120.0,4/4,"[2.75, 1.25, 0.25, Fraction(1, 3), 1.0, 2.0, 0.5, 0.25, 1.5, Fraction(1, 3), Fraction(2, 3), Fraction(25, 12), 1.75, 0.25, 0.75, 1.5, 0.25, 1.0, 0.25, 0.25, Fraction(1, 3), Fraction(4, 3), 0.75, Fraction(17, 12), Fraction(1, 3), 1.0, 0.25, Fraction(1, 3), 0.25, 1.5, Fraction(1, 6), Fraction(8, 3), 0.25, 0.75, 0.75, 0.25, 1.0, Fraction(4, 3), 0.25, 0.25, 0.25, 0.25, 1.25, Fraction(1, 3), 0.5]",65,65,['Steinway Grand Piano']
AP_E05_04341,E- major,"['E-', 'E-', 'E-', 'E-', 'E-', 'E-.G#', 'G#', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-', 'G#']",63,70,9,120.0,12/8,"[6.0, 3.5, 2.5, 2.5, Fraction(10, 3), 1.75, Fraction(1, 6), 4.25, 6.0, 6.0, 6.0, Fraction(1, 12), 5.75, 1.5]",60,71,[]
AP_E01_08088,E major,"['F#.G#', 'F#', 'E', 'C#', 'B', 'B']",83,92,2,120.0,12/8,"[Fraction(1, 3), Fraction(4, 3), Fraction(1, 3), 0.75, 3.0, 5.0]",70,70,[]
AP_E04_01964,E minor,"['E', 'F#', 'A', 'A', 'A', 'A', 'C#', 'B', 'E', 'B.C#', 'B', 'C#', 'B', 'B.E', 'E', 'B', 'E', 'A', 'A', 'B.C#', 'B', 'E', 'B.C#', 'B.C#', 'B', 'A.B', 'A', 'F#', 'B', 'B', 'B', 'F#.B', 'F#', 'F#.B', 'B', 'B', 'A', 'F#', 'F#', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'A']",54,66,15,120.0,4/4,"[1.75, 0.25, 2.0, 1.75, 2.0, Fraction(4, 3), Fraction(2, 3), 1.75, 3.5, 0.25, 0.25, 2.0, 1.75, 2.0, 0.25, 2.0, 1.75, 1.75, 1.25, 0.25, 0.5, 1.75, 0.25, 2.0, 1.75, 2.0, 1.75, 0.25, 1.5, Fraction(5, 3), Fraction(2, 3), Fraction(1, 12), 1.75, 1.75, 0.25, 1.75, 0.25, 1.5, 2.0, 1.75, 0.25, 1.75, 1.75]",67,67,['Steinway Grand Piano']
AP_E05_05488,F# major,"['B-', 'C#', 'C', 'C.C#', 'C#', 'B-']",70,73,1,120.0,48/8,"[1.75, 6.5, Fraction(1, 3), 0.25, Fraction(37, 3)]",70,70,[]
AP_E01_03345,B- minor,"['F', 'B-', 'C', 'B-', 'B-', 'G#', 'F', 'F', 'G#', 'F.G#', 'F', 'E-', 'B-', 'B-', 'E-', 'E-.G#', 'G#', 'F', 'E', 'F', 'F', 'E-', 'C', 'B-.C', 'B-']",58,72,5,120.0,4/4,"[1.0, 0.75, Fraction(1, 3), Fraction(5, 3), 2.0, 0.75, 1.25, 0.25, 0.5, 2.0, Fraction(2, 3), 0.25, 1.0, 0.75, 0.5, 1.0, 0.25, Fraction(1, 3), 0.75, 0.25, 0.75, Fraction(4, 3)]",63,127,['Classic Electric Piano']
AP_E04_02058,E major,"['B', 'C#', 'B', 'B', 'B', 'E', 'E', 'B', 'B', 'A.B', 'A', 'A', 'F#', 'F#', 'B', 'B', 'B.B', 'B', 'F#.B', 'F#', 'F#']",42,64,4,120.0,4/4,"[1.25, 1.0, 1.0, Fraction(2, 3), Fraction(1, 3), 1.0, 0.75, 1.0, 0.75, 1.0, 0.25, 0.75, 1.0, 0.75, 0.25, 0.75, 1.0, 1.0, 0.75]",65,65,['Steinway Grand Piano']
AP_E04_01999,A major,"['C#', 'A', 'E', 'F#', 'A', 'B', 'F#', 'E', 'E.F#', 'F#', 'F#', 'C#', 'B', 'F#', 'E', 'C#', 'B.C#', 'B', 'B.C#', 'C#', 'E', 'E', 'E.F#', 'F#', 'F#.A', 'A', 'A', 'A.B', 'B', 'F#', 'B', 'A', 'E', 'E.F#', 'F#', 'E', 'E.F#', 'F#', 'B', 'C#', 'C#', 'F#', 'B', 'E', 'E', 'E', 'C#.E', 'C#', 'B']",59,76,12,120.0,4/4,"[0.25, 2.75, 0.25, 0.75, 1.0, 0.25, 0.75, 1.5, Fraction(1, 3), Fraction(1, 6), 2.0, 0.5, 2.25, 1.5, Fraction(1, 3), 0.5, 1.75, 1.5, 1.75, 2.0, 0.5, Fraction(5, 3), 0.75, 0.25, 2.0, 1.75, Fraction(1, 3), Fraction(2, 3), 1.5, 0.5, 2.0, 2.0, 1.0, 0.25, 1.0, 1.5, Fraction(1, 3), 2.0, Fraction(1, 6), Fraction(2, 3)]",63,63,['Steinway Grand Piano']
AP_E01_02594,A major,"['A', 'F#', 'E', 'F#', 'E', 'C#', 'B', 'E', 'C#', 'B', 'C#', 'B', 'E', 'A', 'F#', 'E', 'E', 'B', 'B', 'E', 'A', 'F#', 'E', 'B', 'C#', 'E', 'B', 'F#', 'E', 'A', 'F#']",71,81,2,120.0,60/8,"[3.25, 0.5, 0.5, 0.25, 0.25, 0.25, 2.25, 0.25, 0.25, 0.25, 0.25, 0.5, 16.25, 0.25, 0.75, 0.25, 0.25, 1.0, 0.75, 6.25, 0.25, 1.25, 0.5, 0.5, 2.75, 0.25, 0.5, 0.25, 2.75, 0.25, 0.5]",57,63,['Steinway Grand Piano']
AP_E04_01974,E major,"['E', 'E', 'E', 'E', 'F#', 'C#', 'B', 'F#', 'E', 'C#', 'E', 'F#', 'A', 'E', 'F#', 'E', 'F#', 'E', 'F#', 'E', 'B', 'B', 'B', 'B', 'B']",40,59,12,120.0,4/4,"[2.0, 1.75, 1.75, 1.75, 0.25, 1.75, 1.75, 2.0, 2.0, 2.0, 2.0, 2.0, 1.75, 2.0, 2.0, 1.75, 1.75, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.75, 1.75]",101,101,['Steinway Grand Piano']
AP_E01_03126,E minor,"['E', 'E', 'E', 'E', 'E', 'E', 'E', 'F#', 'B', 'B', 'E', 'E', 'B.D.E', 'B.D', 'B']",47,54,4,100.0,12/8,"[1.25, 3.0, 1.0, 1.5, Fraction(5, 3), 0.75, 2.0, 2.25, 2.25, 0.75, Fraction(11, 12), 0.25, Fraction(1, 3)]",69,100,[]
AP_E01_02654,E minor,"['E', 'A', 'E', 'F#', 'A', 'E.A', 'E', 'F#', 'F#.B', 'B', 'B', 'F#', 'E', 'E.B', 'B', 'A']",52,59,2,120.0,60/8,"[10.0, 4.5, 5.0, 3.25, Fraction(5, 3), 3.0, 2.0, 0.5, 7.25, 3.0, Fraction(5, 3), 3.25, 1.5]",61,61,['Classic Electric Piano']
AP_E01_03669,A minor,"['B', 'A', 'A.A', 'A', 'A', 'E', 'B', 'B', 'A', 'A', 'E']",45,59,2,120.0,60/8,"[Fraction(16, 3), 0.25, 5.25, 5.0, 9.5, 4.75, 0.5, 9.5, 5.0, 15.0]",66,90,['Steinway Grand Piano']
AP_E04_01910,A major,"['E', 'E', 'E', 'E', 'F#', 'E', 'E', 'A', 'A', 'F#', 'E', 'E', 'E', 'E', 'B', 'E.B', 'E', 'E', 'E', 'E', 'E']",52,69,6,120.0,4/4,"[2.75, 1.25, 0.5, 1.0, 2.5, 1.75, 1.0, 1.0, Fraction(2, 3), 0.75, 1.75, Fraction(2, 3), Fraction(1, 12), 1.75, 1.0, 1.0, 0.75, 1.0]",66,66,['Steinway Grand Piano']
AP_E01_02711,A major,"['A', 'F#', 'E.F#', 'E', 'C#', 'B.C#', 'B', 'C#', 'B', 'E', 'B', 'E', 'E.F#', 'F#', 'B', 'C#', 'B', 'F#', 'E', 'E.F#', 'F#']",59,78,2,120.0,60/8,"[Fraction(10, 3), 0.5, 1.5, 0.25, 3.5, 1.25, 0.5, 14.75, 1.75, 8.5, 0.5, 0.5, 2.75, 1.25, 0.5, 3.5, 0.5]",88,88,['Steinway Grand Piano']
AP_E01_02957,E minor,"['F#', 'A', 'B', 'F#', 'B', 'E', 'E.F#', 'F#', 'F#', 'A', 'F#.A', 'F#', 'E', 'F#', 'B', 'B.E', 'E', 'E', 'E']",47,59,3,120.0,30/8,"[3.5, 1.5, 0.25, 1.0, 3.0, 3.0, Fraction(8, 3), 0.25, Fraction(8, 3), Fraction(1, 3), 3.25, Fraction(7, 3), 2.75, 3.0, Fraction(1, 3), Fraction(5, 12)]",48,75,['Steinway Grand Piano']
AP_E01_02919,E minor,"['E', 'E', 'B.C#', 'B.C#', 'B', 'E', 'B.C#', 'E', 'F#', 'E.F#', 'E', 'B', 'B', 'E', 'E', 'E.E', 'E', 'B', 'A.B', 'A', 'B', 'E', 'E.E', 'E.E', 'E', 'E', 'B', 'B.B', 'B', 'B']",40,66,3,54.8,18/8,"[1.0, 1.5, 0.25, Fraction(4, 3), 0.25, 0.75, 1.75, 0.25, 0.75, 0.25, Fraction(1, 3), 0.25, 1.5, 0.25, 1.0, 1.0, 2.0, Fraction(1, 3), 1.0, 1.0, 0.25, 0.75, 2.0, 0.5, 2.0, Fraction(2, 3)]",57,57,['Steinway Grand Piano']
AP_E02_04861,A major,"['E', 'B', 'B', 'E', 'C#', 'E', 'F#', 'C#', 'C#', 'B.C#', 'B', 'A', 'A.B.C#', 'B.C#', 'B', 'A', 'F#', 'F#.E', 'E', 'C#', 'C#', 'E', 'C#', 'B.C#', 'B', 'E', 'E', 'G#', 'F#', 'E', 'B.E', 'B', 'C#', 'B', 'A', 'A', 'A', 'A']",66,80,9,120.0,10/8,"[0.5, 4.5, 4.25, Fraction(1, 3), Fraction(1, 3), Fraction(7, 3), 0.5, 0.5, 0.5, Fraction(1, 3), 2.25, Fraction(1, 3), Fraction(2, 3), 0.25, 0.25, 0.5, 0.5, 0.25, Fraction(1, 3), 1.25, 0.5, 1.25, Fraction(1, 3), Fraction(1, 3), 0.5, 1.0, 0.25, 1.75, 0.25, 0.5, 5.0, 5.0, 3.0]",71,105,['Classic Electric Piano']
AP_E01_03518,D major,"['D', 'F#.A', 'F#', 'E', 'D', 'B', 'C#', 'B.C#', 'B', 'A', 'A.C#', 'C#', 'B', 'E', 'A', 'F#', 'E', 'D', 'D', 'C#', 'B', 'A', 'F#', 'E', 'F#', 'E.F#', 'E', 'A']",64,81,2,120.0,60/8,"[7.0, 0.25, Fraction(1, 3), Fraction(7, 3), Fraction(2, 3), 0.5, Fraction(8, 3), Fraction(2, 3), Fraction(19, 3), Fraction(1, 3), 1.0, Fraction(1, 3), 5.0, 1.0, 0.25, Fraction(1, 3), 0.25, 2.5, 1.0, Fraction(1, 3), 2.0, 0.25, 0.5, 0.25, 2.0]",70,112,['Steinway Grand Piano']
