id,key_signature,chord_progressions,pitch_min,pitch_max,num_measures,bpm,time_signature,sample_rhythm,min_velocity,max_velocity,instruments
AP_E04_01952,A major,"['E', 'F#', 'E', 'C#', 'B.C#', 'B', 'E', 'E.F#', 'F#', 'C#', 'C#', 'E', 'C#.E', 'C#', 'B', 'E', 'C#', 'B', 'B', 'A', 'F#', 'C#', 'B.C#', 'B', 'B.E', 'E', 'C#', 'B', 'B', 'E', 'C#.E', 'C#', 'B', 'A', 'E', 'C#.E', 'C#', 'B.C#', 'B', 'E', 'E', 'C#', 'B', 'A.B', 'A', 'F#', 'F#', 'B', 'B.E', 'E', 'E', 'F#', 'C#', 'E', 'B', 'A', 'F#.A', 'F#', 'F#', 'F#.B', 'B', 'C#', 'E', 'C#', 'B', 'A']",66,78,13,120.0,4/4,"[1.5, 0.25, 0.25, 0.25, 1.0, 1.75, Fraction(5, 3), Fraction(1, 3), Fraction(1, 3), 1.0, 0.25, Fraction(4, 3), 0.25, 3.25, 0.5, 0.25, 0.5, 0.5, 0.25, Fraction(5, 3), Fraction(1, 3), Fraction(1, 12), 3.0, Fraction(2, 3), 0.25, 0.75, 0.5, 1.25, Fraction(1, 3), 0.25, 0.25, 0.25, 3.0, 1.25, Fraction(2, 3), 0.5, 0.5, 0.5, 0.25, 2.0, Fraction(4, 3), 0.25, 1.0, 0.25, 0.75, Fraction(2, 3), Fraction(1, 3), Fraction(5, 12), 0.25, 0.25, 0.75, 1.0, 0.25, 1.0, 0.5]",60,60,['Steinway Grand Piano']
AP_E01_07003,E minor,"['D', 'B', 'A.B', 'A', 'F#', 'E.F#', 'E', 'F#', 'E', 'E.A', 'A', 'A.B', 'B', 'B', 'C#', 'B', 'B.E', 'E', 'D', 'A', 'D', 'B', 'B']",64,76,3,120.0,18/8,"[Fraction(1, 3), 3.5, Fraction(1, 3), 0.25, Fraction(1, 3), 0.25, 1.0, 1.75, Fraction(4, 3), Fraction(1, 3), 0.5, 1.0, Fraction(2, 3), Fraction(1, 3), 2.0, 3.75, 0.25, 7.5]",67,96,['Steinway Grand Piano']
AP_E01_02488,A major,"['A', 'B', 'F#', 'E', 'B', 'C#', 'E', 'C#', 'B', 'B', 'C#', 'C#.E', 'E', 'A', 'F#', 'B', 'A', 'C#', 'E', 'A.E', 'A', 'G#.A', 'G#', 'F#.G#', 'F#', 'F#', 'E', 'E.F#', 'F#']",59,76,3,120.0,30/8,"[3.0, 0.5, 2.5, Fraction(1, 3), Fraction(8, 3), 0.5, 2.75, 0.25, 2.5, 0.25, Fraction(1, 3), 4.5, 0.25, Fraction(1, 3), Fraction(5, 3), Fraction(1, 3), 0.75, Fraction(1, 3), Fraction(14, 3), 0.5, 0.25, 0.25, Fraction(1, 3), 0.25]",59,59,['Steinway Grand Piano']
AP_E01_03656,E minor,"['B', 'E', 'B', 'E', 'E.A', 'A', 'A', 'E', 'B']",47,59,2,100.0,60/8,"[8.0, 3.75, Fraction(10, 3), 8.0, 5.75, 1.75, 3.5, 3.75]",70,70,[]
AP_E01_02444,G# minor,"['B-', 'G#', 'C#', 'B-', 'G#', 'E-', 'F', 'E-', 'E-.G#', 'G#', 'G#', 'C#', 'G#', 'B-', 'E-', 'E-', 'C#.E-', 'C#', 'E-', 'B-', 'G#']",63,75,3,120.0,30/8,"[3.75, 2.25, 0.25, 1.0, 0.25, 2.5, 1.25, Fraction(1, 3), 3.5, 4.0, Fraction(1, 3), Fraction(19, 3), 1.5, 2.75, 1.25, Fraction(17, 3), Fraction(1, 3), Fraction(2, 3), 0.5]",66,66,['Steinway Piano 2']
AM_E04_01949,F# minor,"['C#', 'A', 'F#', 'A', 'F#', 'E', 'F#', 'F#', 'C#', 'B', 'F#', 'E', 'B.C#', 'B', 'C#', 'E', 'E', 'F#', 'F#.A', 'A', 'A', 'F#', 'B', 'A', 'F#', 'E', 'E.F#', 'F#', 'B', 'C#', 'C#', 'B', 'E', 'E', 'E', 'C#.E', 'C#', 'B', 'C#', 'B', 'A', 'F#', 'B', 'B.C#', 'C#', 'B', 'C#', 'A', 'C#', 'B', 'C#', 'A', 'C#', 'B', 'A', 'C#', 'A.C#', 'A', 'C#', 'B', 'C#', 'B', 'A', 'A', 'F#', 'B', 'A.B', 'A', 'F#', 'F#', 'E.F#', 'E', 'F#', 'E', 'E.A', 'A', 'F#', 'E', 'F#', 'A', 'C#', 'B', 'A.B', 'A']",59,76,27,120.0,4/4,"[0.25, 3.0, 0.75, 1.25, 0.75, 1.5, 0.25, 0.25, 2.0, 0.5, 2.0, 1.5, Fraction(1, 3), 0.5, 1.75, Fraction(5, 3), 2.0, 2.0, 0.25, 1.75, 0.75, 2.0, 1.75, 1.75, Fraction(2, 3), 0.5, 2.0, 2.0, 1.0, 1.0, 1.5, Fraction(1, 3), 2.0, Fraction(1, 6), 0.75, 3.0, 1.0, 1.25, 0.75, 2.0, 0.25, 2.75, 1.0, 2.0, 0.5, 3.0, 1.0, 2.0, 0.75, 1.25, 0.75, Fraction(5, 3), Fraction(1, 3), 2.0, Fraction(1, 6), 1.75, 1.5, 0.25, 1.25, 0.75, 0.25, 0.75, 1.75, 2.0, 0.25, 1.75, 1.75, Fraction(1, 3), Fraction(4, 3), Fraction(2, 3), 3.0, Fraction(1, 12), 1.0, Fraction(4, 3), Fraction(2, 3), 2.0, Fraction(1, 3), 1.25, Fraction(2, 3)]",76,76,['Steinway Grand Piano']
AP_E01_02945,A major,"['A', 'F#', 'E', 'A', 'E', 'F#', 'A', 'F#', 'F#', 'A', 'F#', 'E', 'F#', 'C#', 'B', 'C#', 'B', 'E', 'C#', 'B', 'B.C#', 'E']",71,81,2,120.0,30/8,"[5.5, 0.5, 0.25, 2.0, 4.5, Fraction(1, 3), 0.5, 2.0, 0.25, 0.25, 0.25, 1.5, Fraction(1, 3), Fraction(2, 3), 2.0, 0.75, 0.25, 1.5, 0.25, 0.5, 0.25, 2.0]",50,111,['Steinway Grand Piano']
AP_E01_03319,E- minor,"['F', 'F', 'B-', 'B-', 'E-', 'E-.E-', 'E-', 'E-.E-', 'E-', 'E-', 'E-.E-', 'E-', 'E-.F', 'F', 'F.G#', 'G#', 'F.G#', 'F', 'F.B-', 'B-', 'E-', 'E-', 'E-', 'F']",39,58,5,120.0,18/8,"[2.5, 5.0, 1.5, 3.25, 2.5, Fraction(8, 3), 0.75, 1.75, Fraction(8, 3), 2.5, Fraction(7, 3), 2.5, Fraction(1, 6), Fraction(8, 3), 4.0, 1.25, 4.75, 2.5]",59,59,['Steinway Grand Piano']
AP_E05_04267,E- minor,"['B-', 'C', 'B-.C', 'B-', 'G#', 'E-', 'E-.G#', 'G#', 'G#', 'F.G#', 'F', 'E-', 'E-', 'B-', 'G#.B-', 'G#']",39,60,1,98.0,30/8,"[3.25, 0.25, 1.5, 1.5, 0.5, 0.25, 1.5, 1.5, Fraction(4, 3), 1.5, 1.0, Fraction(4, 3)]",70,108,['Classic Electric Piano']
AP_E01_02540,F# minor,"['C#', 'F#', 'F#', 'F#', 'G#', 'C#', 'F#', 'F#', 'G#']",49,61,3,120.0,18/8,"[Fraction(7, 3), Fraction(13, 3), 2.25, 2.25, 2.25, 4.5, 2.0, 4.5, 2.0]",56,56,['Steinway Grand Piano']
AP_E05_04870,D major,"['C#', 'F#', 'A', 'F#', 'E', 'A', 'A', 'E', 'A', 'F#']",61,69,1,120.0,60/8,"[2.0, 8.5, 0.25, 0.25, 0.5, 3.25, 2.0, 0.75, 0.25, 3.0]",72,104,['Steinway Grand Piano']
AP_E04_01926,A minor,"['B', 'E', 'E', 'D.E', 'D', 'B', 'A', 'E', 'E', 'E', 'E.A', 'A', 'E.A', 'E', 'A', 'A.B', 'B', 'A', 'A', 'D', 'A', 'B']",52,64,5,120.0,4/4,"[1.75, 2.25, Fraction(13, 12), 0.25, 1.5, 0.75, 0.25, 1.5, 1.0, Fraction(5, 3), 0.75, Fraction(5, 3), 0.5, 0.75, Fraction(1, 12), 1.25, 0.75, 1.5, 0.5]",86,86,['Steinway Grand Piano']
AP_E01_03251,E- major,"['B-', 'C', 'B-', 'B-', 'C', 'F', 'E-', 'E-', 'E-', 'G#', 'F.G#', 'F', 'F', 'E-', 'B-', 'B-', 'B-', 'E-', 'E-', 'B-.C', 'B-', 'B-', 'E-', 'F.E-', 'F', 'E-', 'E-', 'E-.B-', 'B-', 'B-']",39,60,14,120.0,4/4,"[3.25, 1.5, 2.25, 0.75, 0.75, 2.0, 0.5, 4.0, Fraction(23, 6), 0.25, 2.25, 1.0, 2.0, 0.75, 4.0, 0.75, 2.75, 2.0, 0.25, 1.25, Fraction(25, 12), Fraction(5, 3), Fraction(10, 3), Fraction(1, 12), Fraction(2, 3), Fraction(13, 12), 3.0, 1.5]",57,57,['Classic Electric Piano']
AP_E05_05440,G# minor,"['B-', 'E-', 'G#', 'B-', 'B-.E-', 'E-', 'E-', 'G#', 'G#', 'G#', 'G#', 'E-', 'C#.E-', 'C#', 'E-', 'B-.E-', 'B-', 'B-', 'B-', 'G#', 'E-']",39,56,2,120.0,48/8,"[Fraction(8, 3), Fraction(4, 3), 3.75, Fraction(8, 3), 1.5, Fraction(4, 3), 7.5, 3.25, 0.75, Fraction(8, 3), Fraction(1, 3), Fraction(17, 3), Fraction(4, 3), 0.5, Fraction(19, 3), Fraction(11, 3)]",63,100,['Steinway Grand Piano']
AP_E01_02842,C# major,"['E-', 'G#', 'F', 'F', 'F', 'G#', 'F', 'F', 'E-', 'E-', 'E-.F', 'F', 'F', 'B-', 'B-', 'B-', 'G#', 'G#', 'G#', 'G#', 'B-', 'F', 'F', 'E-', 'E-', 'G#', 'F', 'E-.F', 'E-']",63,70,13,120.0,4/4,"[1.75, 0.25, 2.0, 4.0, 2.0, Fraction(1, 3), Fraction(5, 3), Fraction(10, 3), Fraction(2, 3), Fraction(10, 3), 0.75, 1.25, 2.75, 4.0, 3.5, 0.5, 4.0, 4.0, 1.5, 0.25, 2.0, 2.0, 2.0, Fraction(5, 3), Fraction(1, 3), 1.5, Fraction(1, 3)]",68,72,['Steinway Grand Piano']
AP_E01_03335,C# major,"['G#', 'G#', 'C', 'E-', 'G#', 'F', 'E-', 'E-', 'E-.G#', 'G#', 'F', 'E-', 'B-', 'B-', 'G#', 'C', 'E-', 'G#', 'G#', 'F', 'B-', 'G#', 'B-', 'F', 'E-', 'G#', 'F', 'F']",63,75,8,120.0,4/4,"[4.0, 0.25, 0.75, 0.25, 1.25, 1.0, Fraction(1, 3), Fraction(11, 12), 0.25, 0.75, 0.25, 2.0, 1.5, 0.25, 0.75, Fraction(1, 3), 1.0, 1.75, 1.25, 2.25, 1.5, 0.25, 1.0, 2.0, Fraction(1, 3), Fraction(2, 3), Fraction(1, 3)]",71,127,['Classic Electric Piano']
AP_E01_03627,E minor,"['E', 'B', 'B', 'E', 'F#', 'F#', 'F#', 'E']",40,54,2,100.0,60/8,"[4.5, 3.5, 8.0, 8.0, Fraction(11, 3), Fraction(13, 3), 3.5, Fraction(10, 3)]",70,70,[]
AP_E01_02863,D minor,"['D', 'G', 'E', 'D', 'E', 'G', 'G.A', 'A', 'E.A', 'E', 'A', 'C', 'D', 'D', 'G', 'A', 'E', 'A', 'A.C', 'C', 'D']",57,69,2,120.0,60/8,"[3.75, 0.25, 1.5, 3.75, 2.0, 7.5, 2.0, 3.0, 0.5, 3.75, Fraction(2, 3), 7.0, Fraction(2, 3), Fraction(5, 3), 3.25, 5.25, 0.5, 2.0]",83,90,['Steinway Piano 2']
AP_E01_03684,E minor,"['B', 'B', 'A', 'F#', 'E.F#', 'E', 'A', 'A', 'E', 'B']",52,59,2,120.0,60/8,"[10.0, Fraction(14, 3), 4.75, Fraction(14, 3), 4.75, 1.0, 8.25, 4.75, 5.0]",65,65,['Steinway Grand Piano']
AP_E01_02910,E minor,"['E', 'B', 'B', 'B', 'B', 'E', 'E', 'B', 'E']",40,52,3,130.0,18/8,"[5.0, 3.75, Fraction(11, 12), 4.5, 3.5, 3.0, Fraction(4, 3), Fraction(11, 3)]",58,58,['Steinway Grand Piano']
AP_E01_03033,E- minor,"['G#', 'B-', 'E-.B-', 'E-', 'F', 'B-', 'E-', 'E-', 'E-', 'G#', 'B-', 'F', 'F', 'F', 'E-', 'E-', 'G#', 'B-', 'F.B-', 'F', 'E-', 'E-', 'F', 'C.F', 'C', 'B-', 'G#', 'G#', 'G#.B-', 'B-', 'C', 'B-']",56,70,5,120.0,18/8,"[2.25, Fraction(1, 3), 3.5, Fraction(1, 3), Fraction(2, 3), Fraction(1, 3), Fraction(4, 3), 1.0, 1.75, Fraction(2, 3), 2.5, 2.5, 0.25, 2.0, 2.0, Fraction(1, 3), 2.25, 2.25, 1.25, 0.5, 0.75, 4.75, 1.25, Fraction(17, 12), 2.25, 2.0, Fraction(7, 3)]",35,80,['Steinway Grand Piano']
AP_E01_03078,B minor,"['A', 'A', 'A.E', 'E', 'E.F#', 'F#', 'F#', 'F#', 'F#', 'E', 'F#', 'F#', 'E', 'F#', 'F#.B', 'B', 'B', 'B', 'F#', 'F#', 'B', 'B']",40,59,4,120.0,18/8,"[3.75, Fraction(1, 3), Fraction(1, 3), 1.75, 3.0, Fraction(2, 3), 2.0, 3.5, 1.5, 1.25, 1.5, Fraction(5, 3), 1.5, 0.75, 1.5, 2.25, 0.75, 1.5, 0.75]",43,44,['Steinway Grand Piano']
AP_E04_07781,A major,"['C#', 'B', 'B.E', 'E', 'C#', 'C#', 'B.C#', 'B.C#', 'B', 'E', 'F#', 'E', 'E', 'A', 'F#.A', 'F#', 'E', 'C#', 'E', 'B.C#.E', 'B.C#']",71,90,3,120.0,12/8,"[0.25, 4.25, Fraction(4, 3), Fraction(1, 3), Fraction(11, 12), 0.25, 0.25, 0.5, 0.5, 0.5, 3.25, 0.25, Fraction(1, 3), 2.5, 0.5, 1.0, 0.25]",52,88,['Classic Electric Piano']
AP_E05_04277,E- minor,"['G#', 'E-', 'G#', 'E-', 'E-', 'E-', 'B-', 'B-', 'B-', 'B-.B-', 'B-', 'E-', 'B-', 'G#', 'G#']",34,58,2,99.0,30/8,"[1.0, Fraction(2, 3), Fraction(4, 3), Fraction(1, 3), Fraction(4, 3), Fraction(4, 3), 1.5, Fraction(5, 3), 1.5, 1.75, Fraction(4, 3), Fraction(4, 3), Fraction(1, 6)]",69,116,['Classic Electric Piano']
AP_E01_03923,A major,"['A', 'F#', 'C#', 'E', 'C#.E', 'C#', 'B', 'A.B', 'A', 'F#', 'E', 'F#.G#', 'B.C#', 'B', 'B.C#', 'C#', 'C#', 'B.C#', 'B', 'A', 'F#', 'A', 'E.A', 'E', 'C#', 'B', 'C#', 'B.C#', 'B', 'E']",71,88,2,100.0,60/8,"[2.5, 0.25, 1.75, 0.25, 1.25, 1.0, 2.0, 0.25, Fraction(1, 3), 5.5, 0.25, 5.5, 2.0, 0.25, 0.25, Fraction(7, 3), 0.75, Fraction(1, 3), 1.0, Fraction(1, 3), Fraction(5, 3), Fraction(1, 3), Fraction(1, 3), 0.25, Fraction(1, 12)]",70,70,[]
AP_E01_03739,A major,"['B', 'A', 'B', 'B.C#', 'C#', 'C#', 'B.C#', 'B', 'A', 'B', 'C#', 'B', 'E', 'E', 'A', 'A', 'F#', 'E', 'B.E', 'B', 'A', 'A', 'B', 'C#', 'E', 'E', 'F#', 'E', 'F#', 'F', 'F#', 'E', 'E', 'F#', 'E', 'E.A', 'A', 'A', 'A', 'B', 'F#', 'E.F#', 'E', 'E', 'C#', 'B.C#', 'B', 'B', 'A', 'B', 'B']",57,73,13,120.0,4/4,"[2.5, 0.5, Fraction(1, 3), 0.75, 0.25, Fraction(1, 3), Fraction(1, 3), Fraction(8, 3), Fraction(1, 3), Fraction(4, 3), Fraction(1, 3), 2.25, 0.5, 0.5, 0.25, 1.0, 0.5, 1.0, Fraction(1, 3), Fraction(4, 3), Fraction(1, 3), 0.25, 0.25, 2.5, 0.5, 0.5, 0.5, Fraction(1, 3), Fraction(1, 3), 3.25, 1.0, 0.25, 0.25, Fraction(8, 3), 4.0, Fraction(2, 3), 0.25, 1.25, 2.0, Fraction(1, 3), 0.5, 1.25, 3.0, 0.5, 0.25, 0.25]",73,79,['Steinway Grand Piano']
AP_E01_02563,B major,"['E', 'G#', 'F#', 'G#', 'F#', 'G#', 'E', 'E', 'G#', 'F#', 'B.C#', 'B', 'C#', 'B', 'A']",76,85,2,120.0,60/8,"[0.25, 0.25, 20.5, 0.25, 5.0, 0.5, 2.5, 0.5, 0.25, 0.25, 0.25, 9.5, 0.25, 8.5, 0.5]",54,74,['AP_E01_02563']
AP_E01_03867,A minor,"['A', 'B', 'A', 'A', 'A', 'E', 'A', 'B', 'A', 'B', 'A', 'A', 'E', 'A', 'E', 'E', 'E', 'A', 'A.A', 'A', 'A', 'E', 'E.B', 'B', 'A.B', 'A', 'A', 'E', 'E', 'E', 'B.E', 'B', 'E', 'A', 'A', 'A']",45,59,7,120.0,18/8,"[2.0, 0.25, 4.0, 2.75, 1.25, 2.0, 3.75, 2.0, 3.75, 2.0, 3.0, 0.75, 2.25, 3.5, 0.25, 0.25, 2.0, 0.25, 2.0, 3.5, 2.0, 1.75, 2.0, 0.5, 2.0, 1.0, 3.25, 0.5, 2.75, 1.75]",65,73,['Steinway Grand Piano']
AP_E05_04338,E- major,"['C#', 'B-', 'B-', 'B-', 'B-']",58,61,4,120.0,12/8,"[0.25, 5.75, 6.0, 6.0, 6.0]",76,76,[]
AP_E01_03179,C# major,"['G#', 'E-', 'F', 'B-', 'G#', 'F', 'F', 'E-.F', 'E-']",51,58,2,100.0,60/8,"[6.25, Fraction(10, 3), Fraction(11, 3), 7.0, 6.5, Fraction(4, 3), Fraction(13, 6), 3.25]",70,70,[]
AP_E01_02831,A- major,"['E-', 'E-', 'E-', 'G#', 'G#', 'G#', 'G#', 'B-', 'B-', 'E-', 'E-', 'G#', 'G#', 'G#', 'B-', 'B-', 'E-', 'E-']",46,56,13,120.0,4/4,"[4.0, 4.0, 2.75, 0.5, 4.0, 4.0, 0.75, 2.75, 2.0, 1.75, 3.75, 4.0, 4.0, 1.0, Fraction(8, 3), Fraction(25, 12), 1.5, 3.25]",51,51,['Steinway Grand Piano']
AP_E01_02509,C# major,"['E-', 'F', 'E-', 'E-.G#', 'G#', 'B-', 'F', 'F', 'F', 'E-', 'E-', 'E-.F', 'F', 'E-', 'G#', 'B-', 'F', 'F', 'E-.F', 'E-', 'E-.F', 'F', 'F', 'F', 'G#', 'B-', 'B-.C#', 'C#', 'C#', 'C#', 'C#', 'C#', 'C#', 'C#', 'E-']",63,75,6,120.0,12/8,"[1.75, 0.5, 0.25, 1.0, 0.25, 0.5, 0.5, Fraction(2, 3), Fraction(13, 12), Fraction(2, 3), Fraction(1, 3), Fraction(4, 3), Fraction(1, 3), 0.5, 0.5, 1.0, 0.5, 0.25, 1.0, 1.75, 1.0, 2.0, 3.5, 2.5, 3.0, 2.5, 0.5, 1.25, 1.0]",68,78,['Steinway Grand Piano']
AP_E01_02252,D minor,"['A', 'A.D', 'D', 'D', 'A.D', 'A', 'C', 'A']",57,62,1,120.0,60/8,"[7.75, 7.5, 7.25, Fraction(11, 3), 2.5, 1.5]",66,66,['Steinway Piano 2']
AP_E01_04035,A major,"['A', 'A', 'A.C#', 'C#', 'E', 'A', 'F#', 'E', 'E.A', 'A', 'F#', 'B', 'A', 'A.C#', 'C#', 'E', 'A', 'A', 'A', 'F#', 'E', 'B.C#', 'B', 'C#', 'B.E', 'E', 'A']",59,76,2,120.0,60/8,"[6.75, Fraction(1, 3), Fraction(1, 3), Fraction(8, 3), Fraction(4, 3), Fraction(8, 3), 0.5, 6.75, 0.25, Fraction(1, 3), 4.0, Fraction(4, 3), Fraction(1, 3), Fraction(4, 3), 0.25, 2.75, 1.0, 0.25, 2.25, 0.25, 0.25, 0.25, 1.0, 2.25]",81,81,['AP_E01_04035']
AP_E01_03061,E major,"['B', 'C#', 'B.E', 'E', 'A', 'F#', 'E', 'C#', 'B', 'B', 'F#', 'F#.B', 'B', 'E', 'A', 'F#.A', 'F#', 'A', 'F#', 'E.F#', 'E', 'E.A', 'A', 'F#', 'B', 'B.C#', 'C#', 'B.C#', 'B', 'A', 'F#.A', 'E', 'A', 'F#.A', 'F#', 'F#', 'F#', 'A', 'F#.A', 'F#', 'B', 'C#', 'E', 'C#.E', 'C#', 'B', 'B', 'A']",66,88,5,119.92,18/8,"[Fraction(4, 3), Fraction(2, 3), 0.25, 0.25, 0.75, 0.25, 1.0, 2.75, 2.0, 1.0, 2.0, 0.25, 1.5, 0.5, 0.75, 0.25, 0.75, 0.25, Fraction(1, 3), 0.25, 2.75, 1.0, Fraction(1, 3), 0.25, 1.0, Fraction(1, 3), 0.25, 1.5, 0.5, 1.25, 1.25, 1.25, 0.5, 1.0, 0.5, Fraction(1, 3), 0.75, 0.25, Fraction(1, 3)]",48,52,['Steinway Grand Piano']
AP_E05_05462,E- minor,"['E-', 'E-.G#', 'G#', 'B-.G#', 'B-', 'G#', 'E-', 'C#', 'E-', 'B-.E-', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-.E-', 'E-']",34,56,2,120.0,48/8,"[1.75, 1.5, 4.75, 3.0, 0.25, 5.5, 6.25, Fraction(4, 3), Fraction(13, 3), 4.5, 8.25, 4.0, 3.0]",57,90,['Steinway Grand Piano']
AP_E01_02866,G major,"['D', 'E', 'D.E', 'D', 'D', 'D', 'D', 'A', 'D', 'D', 'D.E', 'E', 'E', 'D', 'D', 'D.E', 'E', 'E', 'A']",45,52,8,120.0,4/4,"[2.25, 0.25, Fraction(5, 3), 3.0, 1.0, 4.0, 2.5, 1.5, Fraction(19, 6), 1.0, 1.5, 2.5, Fraction(13, 6), 2.0, 0.25, 0.5]",54,54,['Steinway Grand Piano']
AP_E01_02982,G major,"['A', 'B', 'A.B', 'A', 'B', 'A.B', 'A', 'G', 'E', 'A', 'A.B', 'B', 'A', 'D', 'E', 'G', 'E.G', 'E']",74,83,2,120.0,18/8,"[Fraction(1, 3), 2.25, 1.5, 0.5, Fraction(1, 3), 1.5, 0.5, Fraction(4, 3), 0.5, Fraction(1, 6), 0.25, Fraction(4, 3), Fraction(1, 3), 1.0, 0.5]",58,92,['Steinway Grand Piano']
AP_E01_00648,C# minor,"['B', 'C#', 'G#', 'C#', 'C#.E-', 'C#.E', 'C#.E', 'B', 'G#', 'E', 'C#', 'C#.E', 'B.C#.E', 'B', 'C#', 'G#']",80,88,1,62.0,12/8,"[Fraction(2, 3), Fraction(1, 3), 0.5, 0.5, 0.25, 0.25, 0.25, 0.25, 0.5, 0.25, Fraction(1, 3), 0.25, 0.25, 0.5, 0.75]",119,127,['Steinway Grand Piano']
AP_E01_02725,A major,"['A', 'F#', 'E', 'B.C#', 'B', 'C#', 'B', 'B.E', 'E', 'B', 'B', 'E', 'F#', 'B.F#', 'B', 'B.C#', 'C#', 'B', 'F#', 'E', 'F#', 'E']",59,78,2,120.0,60/8,"[3.0, 0.5, 1.25, 0.25, 3.25, 1.25, Fraction(1, 3), 12.75, 0.5, 1.5, 8.0, Fraction(2, 3), 0.5, 2.75, 1.0, 0.75, 3.5, 1.25, 0.25]",81,81,['Steinway Grand Piano']
AP_E01_05144,A minor,"['E', 'B', 'F#.B', 'F#', 'B', 'B', 'B', 'A', 'A', 'B', 'D', 'E', 'A', 'B', 'B', 'A', 'E', 'A', 'A', 'D', 'D', 'E', 'A.E', 'A', 'B', 'E.B', 'E', 'E.A', 'A', 'A', 'A', 'B', 'B.D', 'D', 'D.E', 'B.E', 'B', 'B', 'B', 'A', 'D', 'D.E', 'E', 'B', 'B', 'A', 'A.B', 'F#']",64,76,6,120.0,18/8,"[2.5, 3.25, Fraction(1, 3), Fraction(1, 3), 0.5, 2.0, Fraction(5, 3), 2.25, 1.75, 0.5, 2.0, 0.75, 1.25, 3.0, 0.5, 0.25, 2.25, 1.5, Fraction(1, 3), 0.25, 0.5, Fraction(2, 3), 0.25, 3.0, Fraction(2, 3), 2.0, 1.25, 0.5, 0.25, 2.25, 2.0, Fraction(5, 3), 1.0, 0.25, 1.75, 2.75, Fraction(1, 3), 0.25, 1.25]",53,72,['Steinway Grand Piano']
AP_E01_06905,D major,"['A', 'D', 'B.D', 'B', 'A', 'D', 'D.E', 'E', 'A', 'A.D', 'D', 'B', 'A', 'F#', 'A', 'B.A', 'B', 'E', 'F#', 'E', 'A']",59,76,2,120.0,60/8,"[Fraction(1, 3), Fraction(1, 3), 0.25, 7.5, 0.25, 1.0, 8.25, 1.0, 0.25, 4.5, Fraction(1, 3), 4.25, Fraction(1, 3), 0.25, 0.5, 0.25, 0.25, 12.25]",74,121,['Classic Electric Piano']
AP_E01_03637,A major,"['E', 'A', 'A', 'E', 'E', 'E', 'B', 'A']",40,57,2,100.0,60/8,"[4.0, 4.25, 7.75, Fraction(23, 3), Fraction(17, 3), Fraction(25, 12), 3.75, Fraction(11, 3)]",70,70,[]
AP_E04_00092,B- minor,"['C', 'G#', 'G#', 'C', 'B-', 'C', 'B-', 'F', 'B-', 'B-', 'F', 'B-', 'F', 'E-', 'B-', 'B-', 'F', 'B-', 'B-', 'F', 'G#', 'B-', 'E-', 'C', 'E-', 'C', 'B-']",63,75,4,85.0,18/8,"[1.5, 1.5, 1.5, 1.5, 1.25, 0.25, 1.5, 1.5, 1.5, 1.25, 0.25, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 2.5, 0.5, 1.5, 1.25, 0.25, 1.5, 1.5]",75,127,['Steinway Piano 2']
AP_E01_03250,A- major,"['F', 'F', 'E-', 'E-', 'E-', 'E-', 'E-', 'E-', 'E-', 'E-', 'E-', 'E-', 'E-', 'B-', 'B-', 'C', 'F', 'E-', 'E-', 'F', 'F']",39,63,14,120.0,4/4,"[4.0, 1.75, 0.25, 2.0, 3.75, 4.0, Fraction(10, 3), Fraction(2, 3), 4.0, Fraction(37, 12), 4.0, 4.0, Fraction(2, 3), Fraction(5, 3), 1.0, 0.5, 2.0, 0.25, 3.0, 0.5, 1.5]",82,82,['Classic Electric Piano']
AP_E05_05447,E- minor,"['E-', 'G#', 'G#', 'E-', 'B-', 'G#', 'B-.G#', 'B-', 'B-', 'E-', 'B-']",39,58,1,120.0,48/8,"[1.5, 3.0, 2.75, Fraction(4, 3), 3.0, Fraction(5, 3), 4.25, 0.5, Fraction(8, 3), 1.75]",59,99,['Steinway Grand Piano']
AP_E05_05448,E- minor,"['E-', 'G#', 'B-', 'B-.G#', 'G#', 'E-', 'C#', 'E-', 'B-.E-', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-']",34,56,2,120.0,48/8,"[1.5, 5.75, 1.5, 4.5, 3.0, Fraction(1, 3), 5.5, 2.0, Fraction(7, 3), 7.0, 4.5, 4.75, 4.5]",65,97,['Steinway Grand Piano']
AP_E01_03635,E minor,"['E', 'F#', 'F#', 'E', 'B', 'F#', 'E', 'E', 'A', 'F#', 'E']",40,59,2,100.0,60/8,"[4.25, 3.75, 3.25, 4.5, 6.5, 3.25, 1.0, 3.0, 3.75, Fraction(1, 3), Fraction(7, 3)]",70,70,[]
AP_E01_02817,E- minor,"['B-', 'B-', 'B-', 'E-', 'E-', 'E-', 'C#', 'C#', 'B-', 'B-', 'G#', 'G#', 'G#', 'E-', 'E-', 'B-', 'B-']",51,63,12,120.0,4/4,"[4.0, 4.0, 1.75, 2.0, 4.0, 3.25, 0.5, 3.75, 4.0, 0.25, Fraction(10, 3), 4.0, Fraction(5, 3), 1.75, 2.75, 1.0, 3.5]",60,60,['Steinway Grand Piano']
